,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
502,APPROXIMATE,"Zakopane, Poland",ChIJOTnvlJLyFUcRoKZrcaGHjd8,"Zakepane, Poland",49.299181,19.949562,1,34,OK,"locality,political"
503,APPROXIMATE,"York, UK",ChIJ8WWY4UDDeEgR0eRUiomrdEc,"York, England",53.9599651,-1.0872979,1,,OK,"locality,political"
504,APPROXIMATE,"Boulder, CO, USA",ChIJ06-NJ06Na4cRWIAboHw7Ocg,"Boulder, Colorado",40.0149856,-105.2705456,1,,OK,"locality,political"
505,APPROXIMATE,"Rancho Palos Verdes, CA, USA",ChIJn41UcNpL3YARtJSWblt_RME,"Palos Verdes, California",33.7444613,-118.3870173,1,,OK,"locality,political"
506,APPROXIMATE,"Rancho Palos Verdes, CA, USA",ChIJn41UcNpL3YARtJSWblt_RME,"Palos Verdes, California",33.7444613,-118.3870173,1,,OK,"locality,political"
507,APPROXIMATE,"Middletown, PA 17057, USA",ChIJpfWhgoW3yIkR7rhdRlebt0A,"Middletown, Pennsylvania",40.199814,-76.7310806,1,17057,OK,"locality,political"
508,APPROXIMATE,"Katowice, Poland",ChIJ0cyhNiPOFkcRu_pZBTUqr7k,"Katowice, Poland",50.2648919,19.0237815,1,40,OK,"locality,political"
509,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
510,,,,"Tesho, Khumbu",,,0,,ZERO_RESULTS,
511,,,,"Jaidu, Salleri, Solukhumbu",,,0,,ZERO_RESULTS,
512,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
513,,,,"Thamo, Khumbu",,,0,,ZERO_RESULTS,
514,APPROXIMATE,"Ashford, WA 98304, USA",ChIJYVBcHQwpkVQRkbpS205o6k4,"Ashford, Washington",46.7584413,-122.0309408,1,98304,OK,"locality,political"
515,APPROXIMATE,"Parkville VIC 3052, Australia",ChIJTRICMtdc1moREOeMIXVWBAU,"Parkville, Victoria, Australia",-37.788,144.951,1,3052,OK,"locality,political"
516,APPROXIMATE,"Aspen, CO 81611, USA",ChIJfTxB93w5QIcRcvYseNxCK8E,"Aspen, Colorado",39.1910983,-106.8175387,1,81611,OK,"locality,political"
517,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
518,APPROXIMATE,"Queenstown, New Zealand",ChIJX96o1_Ed1akRAKZ5hIbvAAU,"Queenstown, New Zealand",-45.0311622,168.6626435,1,,OK,"locality,political"
519,APPROXIMATE,"Konstanz, Germany",ChIJWx8MOBv2mkcR0JnfpbdrHwQ,"Konstanz, Baden-Wuerttemberg, Germany",47.6779496,9.1732384,1,,OK,"locality,political"
520,APPROXIMATE,"Christchurch, New Zealand",ChIJAe3FY0gvMm0RRZl5hIbvAAU,"Christchurch, New Zealand",-43.5320544,172.6362254,1,,OK,"locality,political"
521,APPROXIMATE,"Pebble Beach, Del Monte Forest, CA, USA",ChIJrWvQdVXmjYARJSGHmQE965w,"Pebble Beach, California",36.5725286,-121.9485937,1,,OK,"neighborhood,political"
522,APPROXIMATE,"Weil am Rhein, Germany",ChIJialRZQO6kUcR_Ziwl3tslgE,"Weil am Rhein, Baden-Wuerttemburg, Germany",47.5934368,7.6198121,1,,OK,"locality,political"
523,APPROXIMATE,"Dallas, TX, USA",ChIJS5dFe_cZTIYRj2dH9qSb7Lk,"Dallas, Texas",32.7766642,-96.7969879,1,,OK,"locality,political"
524,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
525,APPROXIMATE,"Wayzata, MN 55391, USA",ChIJgaCLo5BMs1IRfPaaRQyuZZ8,"Wayzata, Minnesota",44.97413,-93.5066217,1,55391,OK,"locality,political"
526,APPROXIMATE,"Oslo, Norway",ChIJOfBn8mFuQUYRmh4j019gkn4,"Oslo, Norway",59.9138688,10.7522454,1,,OK,"locality,political"
527,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
528,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
529,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
530,APPROXIMATE,"Taiwan Province, Taiwan",ChIJoSFawR-waDQR-6m5DFTfH-8,"Hualein Shien, Taiwan",22.6158015,120.7120023,1,,OK,"administrative_area_level_1,political"
531,APPROXIMATE,"Suzuka, Mie Prefecture, Japan",ChIJByrBnlWLA2ARdMAbPVmygm8,"Suzuka, Mie, Japan",34.8818796,136.5842092,1,,OK,"locality,political"
532,APPROXIMATE,"Kariya, Aichi Prefecture, Japan",ChIJn83TmFScBGAR1LoPy2WTJ6w,"Kariya, Aichi, Japan",34.9892245,137.0021069,1,,OK,"locality,political"
533,APPROXIMATE,"Nagoya, Aichi Prefecture, Japan",ChIJZSN7EJ5wA2ARUrPO6NQilio,"Nagoya, Japan",35.1814464,136.906398,1,,OK,"locality,political"
534,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
535,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
536,,,,"Sikli, Jubing, Solukhumbu",,,0,,ZERO_RESULTS,
537,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
538,GEOMETRIC_CENTER,"Chaurikharka 56000, Nepal",ChIJ0RICuRoQ6TkRFVnwz_wS79k,"Lukla, Khumbu",27.6885032,86.7309301,2,56000,OK,"establishment,lodging,point_of_interest"
539,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
540,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
541,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
542,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
543,APPROXIMATE,"Lander, WY 82520, USA",ChIJrwBXldXbTFMREz2dvpp3akY,"Lander, Wyoming",42.833014,-108.7306725,1,82520,OK,"locality,political"
544,APPROXIMATE,"Jackson, WY, USA",ChIJS3_P_FgaU1MRXIM6scsBHD0,"Jackson, Wyoming",43.4799291,-110.7624282,1,,OK,"locality,political"
545,APPROXIMATE,"Inverness, UK",ChIJK94XLVtxj0gRPcQ-LtEJQ2I,"Inverness, Scotland",57.477773,-4.224721,1,,OK,"locality,political"
546,APPROXIMATE,"Lyttelton 8082, New Zealand",ChIJwXdzfysmMm0RwIV5hIbvAAU,"Lyttelton, Christchurch, New Zealand",-43.6032583,172.7193227,1,8082,OK,"locality,political"
547,APPROXIMATE,"Tokyo, Japan",ChIJ51cu8IcbXWARiRtXIothAS4,"Tokyo, Japan",35.6894875,139.6917064,1,,OK,"administrative_area_level_1,locality,political"
548,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
549,APPROXIMATE,"Tokyo, Japan",ChIJ51cu8IcbXWARiRtXIothAS4,"Tokyo, Japan",35.6894875,139.6917064,1,,OK,"administrative_area_level_1,locality,political"
550,APPROXIMATE,"Kathmandu 44600, Nepal",ChIJv6p7MIoZ6zkR6rGN8Rt8E7U,Kathmandu,27.7172453,85.3239605,1,44600,OK,"locality,political"
551,APPROXIMATE,"Taichung City, Taiwan",ChIJ7yJ5-d8XaTQRf0SmfuQ-Uoc,"Taichung, Taiwan",24.1477358,120.6736482,1,,OK,"administrative_area_level_1,political"
552,,,,"Tan-Yung Hsien, Taiwan",,,0,,ZERO_RESULTS,
553,APPROXIMATE,"Vail, CO 81657, USA",ChIJB89dUQVwaocRxKOafh_AzMk,"Vail, Colorado",39.6402638,-106.3741955,1,81657,OK,"locality,political"
554,APPROXIMATE,"Manitou Springs, CO 80829, USA",ChIJmZQEz59QE4cRq5drrtshPaU,"Manitou Springs, Colorado",38.8597127,-104.9171989,1,80829,OK,"locality,political"
555,APPROXIMATE,"Snowmass Village, CO, USA",ChIJ1Wlr9XZIQIcRvaHyQxXwkXE,"Snowmass Village, Colorado",39.2130418,-106.9378207,1,,OK,"locality,political"
556,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
557,APPROXIMATE,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,"San Francisco, California",37.7749295,-122.4194155,1,,OK,"locality,political"
558,APPROXIMATE,"Melbourne VIC, Australia",ChIJ90260rVG1moRkM2MIXVWBAQ,"Melbourne, Victoria, Australia",-37.8136276,144.9630576,1,,OK,"colloquial_area,locality,political"
559,APPROXIMATE,"Riverside, CA, USA",ChIJu330f9-m3IAR6ApeEwXXofc,"Riverside, California",33.9533487,-117.3961564,1,,OK,"locality,political"
560,APPROXIMATE,"Bishop, CA 93514, USA",ChIJB2SmngEWvoARFonplU0ezRM,"Bishop, California",37.3614238,-118.3996636,1,93514,OK,"locality,political"
561,APPROXIMATE,"Milan, Metropolitan City of Milan, Italy",ChIJ53USP0nBhkcRjQ50xhPN_zw,"Milano, Italy",45.4642035,9.189982,1,,OK,"locality,political"
562,APPROXIMATE,"39026 Prad am Stilfser Joch, Province of Bolzano - South Tyrol, Italy",ChIJ42fqFAkfg0cRVMH6hTGoHm8,"Prato allo Stelvio, Bolzano, Italy",46.6218409,10.5914004,1,39026,OK,"locality,political"
563,APPROXIMATE,"Łódź, Poland",ChIJr1ZFdSTLG0cRrNshm2OufMs,"Lodz, Poland",51.7592485,19.4559833,1,95,OK,"locality,political"
564,APPROXIMATE,"Vladikavkaz, North Ossetia–Alania, Russia",ChIJkWYKPESkWkARz9ZFyRZqxRM,"Vladikavkaz, Ossetia, Russia",43.0252344,44.6659759,1,,OK,"locality,political"
565,APPROXIMATE,"Vladikavkaz, North Ossetia–Alania, Russia",ChIJkWYKPESkWkARz9ZFyRZqxRM,"Vladikavkaz, Ossetia, Russia",43.0252344,44.6659759,1,,OK,"locality,political"
566,,,,"Karcinskae, Ossetia, Russia",,,0,,ZERO_RESULTS,
567,APPROXIMATE,"Moscow, Russia",ChIJybDUc_xKtUYRTM9XV8zWRD0,"Moscow, Russia",55.755826,37.6172999,1,,OK,"locality,political"
568,APPROXIMATE,"Vladikavkaz, North Ossetia–Alania, Russia",ChIJkWYKPESkWkARz9ZFyRZqxRM,"Vladikavkaz, Ossetia, Russia",43.0252344,44.6659759,1,,OK,"locality,political"
569,APPROXIMATE,"Yekaterinburg, Sverdlovsk Oblast, Russia",ChIJS9tioOplwUMRIH9W99dDAtU,"Ekaterinburg , Russia",56.8389261,60.6057025,1,,OK,"locality,political"
570,APPROXIMATE,"Saratov, Saratov Oblast, Russia",ChIJQbybBQnHFEER9jWQQ1ZRaBw,"Saratov, Russia",51.5923654,45.9608031,1,,OK,"locality,political"
571,,,,"Yilajung, Khumbu",,,0,,ZERO_RESULTS,
572,APPROXIMATE,"Denver, CO, USA",ChIJzxcfI6qAa4cR1jaKJ_j0jhE,"Denver, Colorado",39.7392358,-104.990251,1,,OK,"locality,political"
573,,,,"Lapcha, Gorakhani, Solukhumbu",,,0,,ZERO_RESULTS,
574,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
575,GEOMETRIC_CENTER,"Near, The Great Glen South Laggan Invergarry, Fort William PH18 5UL, UK",ChIJT-_ff1etiEgRg50Img0X9sE,"Fort William, Inverness, Scotland",56.84554,-4.011233,1,PH18 5UL,OK,"establishment,point_of_interest"
576,APPROXIMATE,"Piatra Neamț, Romania",ChIJZaiPlklUNUcRuNDiSdve01I,"Piatra Neamt, Romania",46.9299616,26.3779793,1,,OK,"locality,political"
577,APPROXIMATE,"Weyer, Austria",ChIJb2vCl6-AcUcRbfdc549w-is,"Weyer, Upper Austria, Austria",47.8571945,14.6637906,1,,OK,"locality,political"
578,APPROXIMATE,"Riga, Latvia",ChIJ7T0H5bDP7kYRMP7yaM3PAAQ,"Riga, Latvia",56.9496487,24.1051865,1,,OK,"locality,political"
579,APPROXIMATE,"39027 Curon Venosta BZ, Italy",ChIJv-EM2oovg0cR1hLPPKqOUdY,"Graun, Bolzano, Italy",46.8081108,10.5407426,1,39027,OK,"locality,political"
580,APPROXIMATE,"Riga, Latvia",ChIJ7T0H5bDP7kYRMP7yaM3PAAQ,"Riga, Latvia",56.9496487,24.1051865,1,,OK,"locality,political"
581,APPROXIMATE,"Denver, CO, USA",ChIJzxcfI6qAa4cR1jaKJ_j0jhE,"Denver, Colorado",39.7392358,-104.990251,1,,OK,"locality,political"
582,APPROXIMATE,"Park City, UT, USA",ChIJ_QNjLGMPUocRlFc3Jd_Ecdg,"Park City, Utah",40.6460622,-111.4979729,1,,OK,"locality,political"
583,,,,"Thami Og, Khumbu",,,0,,ZERO_RESULTS,
584,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
585,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
586,APPROXIMATE,"Almaty, Kazakhstan",ChIJq8vFFn1ugzgRdm2YrY9mRD0,"Almaty , Kazakhstan",43.2220146,76.8512485,1,,OK,"locality,political"
587,APPROXIMATE,"Teresópolis - State of Rio de Janeiro, Brazil",ChIJA1PA3eFHmAARNZxw1Z7Vmuo,"Terespolis, Rio de Janeiro, Brazil",-22.416956,-42.9756194,1,,OK,"administrative_area_level_2,political"
588,APPROXIMATE,"Copenhagen, Denmark",ChIJIz2AXDxTUkYRuGeU5t1-3QQ,"Copenhagen, Denmark",55.6760968,12.5683372,1,,OK,"locality,political"
589,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
590,APPROXIMATE,"Curitiba - State of Paraná, Brazil",ChIJ8Q8J_PXj3JQRR7crCbCDejw,"Curitiba, Brazil",-25.4244287,-49.2653819,1,,OK,"administrative_area_level_2,political"
591,APPROXIMATE,"Katowice, Poland",ChIJ0cyhNiPOFkcRu_pZBTUqr7k,"Katowice, Poland",50.2648919,19.0237815,1,40,OK,"locality,political"
592,APPROXIMATE,"Whitley Bay, UK",ChIJAeFScSBsfkgR9FxTvs8sihE,"Whiteley Bay, Tyne & Wear, England",55.046389,-1.4512989,1,,OK,"locality,political"
593,,,,"Hewvral, Urlas, Russia",,,0,,ZERO_RESULTS,
594,APPROXIMATE,"Toorak VIC 3142, Australia",ChIJxyI5I3BC1moRsNmMIXVWBAU,"Toorak, Melbourne, Victoria, Australia",-37.841,145.018,1,3142,OK,"locality,political"
595,APPROXIMATE,"St Petersburg, Russia",ChIJ7WVKx4w3lkYR_46Eqz9nx20,"St. Petersburg , Russia",59.9342802,30.3350986,1,,OK,"locality,political"
596,APPROXIMATE,"Ballycannon, Kerry Pike, Co. Cork, Ireland",ChIJS0QxIYaRREgRzNa8W4x9bGA,"Kerrypike, Cork, Ireland",51.91155,-8.56786,1,,OK,"locality,political"
597,APPROXIMATE,"59230 Saint-Amand-les-Eaux, France",ChIJhW2xQcHowkcR0FhkgT7xCgQ,"St. Amand-les-Eaux, Nord, France",50.448979,3.428713,1,59230,OK,"locality,political"
598,APPROXIMATE,"Kenai, AK, USA",ChIJo00hchtxxlYRPYZarP-Fjao,"Kenai, Alaska",60.5544444,-151.2583333,1,,OK,"locality,political"
599,APPROXIMATE,"Lyon, France",ChIJl4foalHq9EcR8CG75CqrCAQ,"Lyon, Rhone, France",45.764043,4.835659,1,,OK,"locality,political"
600,APPROXIMATE,"Istanbul, Turkey",ChIJawhoAASnyhQR0LABvJj-zOE,"Istanbul, Turkey",41.0082376,28.9783589,1,,OK,"locality,political"
601,APPROXIMATE,"San Francisco, CA, USA",ChIJIQBpAG2ahYAR_6128GcTUEo,"San Francisco, California",37.7749295,-122.4194155,1,,OK,"locality,political"
602,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
603,,,,"Chhulemu, Taksindu, Solukhumbu",,,0,,ZERO_RESULTS,
604,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
605,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
606,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
607,APPROXIMATE,"Ulsan, South Korea",ChIJgd6y4osuZjURATHZM3P6g3A,"Ulsan, S Korea",35.5383773,129.3113596,1,,OK,"locality,political"
608,APPROXIMATE,"Masan, South Korea",ChIJDZx1t68obzUR4r-CQiRcuK8,"Masan, Gyeongsangnam, S Korea",35.213516,128.581433,1,631-480,OK,"locality,political"
609,GEOMETRIC_CENTER,"Dudhakunda 56000, Nepal",ChIJUZsQx_s_6TkRApXyNd7tuV8,"Hille , Solukhumbu",27.4993791,86.5869226,2,56000,OK,"establishment,point_of_interest,school"
610,,,,"Lapcha, Gorakhani, Solukhumbu",,,0,,ZERO_RESULTS,
611,APPROXIMATE,"Busan, South Korea",ChIJNc0j6G3raDURpwhxJHTL2DU,"Busan , S Korea",35.1795543,129.0756416,1,,OK,"locality,political"
612,APPROXIMATE,"Nele 56000, Nepal",ChIJSdR-XO0-6TkRdxp2oLl2GR0,"Nele , Solukhumbu",27.45,86.64,1,56000,OK,"locality,political"
613,APPROXIMATE,"Seoul, South Korea",ChIJzWXFYYuifDUR64Pq5LTtioU,"Seoul, S Korea",37.566535,126.9779692,1,,OK,"locality,political"
614,APPROXIMATE,"Bucheon-si, Gyeonggi-do, South Korea",ChIJ7zeIBq5iezURaqxiL41X2oE,"Buchon, Gyeonggi, S Korea",37.5034138,126.7660309,1,,OK,"locality,political"
615,,,,"Pangboche, Khumbu",,,0,,ZERO_RESULTS,
616,APPROXIMATE,"Taipei, Taiwan",ChIJmQrivHKsQjQR4MIK3c41aj8,"Taipei, Taiwan",25.0329694,121.5654177,1,,OK,"colloquial_area,locality,political"
617,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
618,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
619,APPROXIMATE,"Newton, MA, USA",ChIJpSUHhAmC44kRfq9wm3sIklU,"Newton, Massachusetts",42.3370413,-71.2092214,1,,OK,"locality,political"
620,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India",27.0360066,88.2626751,1,,OK,"locality,political"
621,APPROXIMATE,"Graz, Austria",ChIJu2UwF4c1bkcRm93f0tGKjv4,"Graz, Styria, Austria",47.070714,15.439504,1,,OK,"locality,political"
622,APPROXIMATE,"Barcelona, Spain",ChIJ5TCOcRaYpBIRCmZHTz37sEQ,"Barcelona, Spain",41.3850639,2.1734035,1,,OK,"locality,political"
623,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
624,,,,"Chitre, Sotang, Solukhumbu",,,0,,ZERO_RESULTS,
625,APPROXIMATE,"Nunthala (Mani Dingma), Takasindu 56000, Nepal",ChIJIxEo0RMU6TkRmcIlLjzyj80,"Nunthala, Solukhumbu",27.5877304,86.6453646,1,56000,OK,"neighborhood,political"
626,,,,"Tashigaon, Makalu-Barun",,,0,,ZERO_RESULTS,
627,,,,"Nurbugaon, Makalu-Barun",,,0,,ZERO_RESULTS,
628,APPROXIMATE,"Mos, Pontevedra, Spain",ChIJebQCm0SGJQ0RcF3FavmAx0I,"Mos, Pontevedra, Spain",42.2051349,-8.6051092,1,,OK,"administrative_area_level_4,political"
629,APPROXIMATE,"Fukuoka, Fukuoka Prefecture, Japan",ChIJKYSE6aHtQTURg4c5NplyCvY,"Fukuoka-shi, Fukuoka, Japan",33.5903547,130.4017155,1,,OK,"locality,political"
630,APPROXIMATE,"Chuo, Kumamoto, Kumamoto Prefecture, Japan",ChIJc4MrwfHzQDUR3rB4TL24EXE,"Cyuo, Kumamoto, Japan",32.8032254,130.7081911,1,,OK,"locality,political,ward"
631,APPROXIMATE,"Fukuoka, Fukuoka Prefecture, Japan",ChIJKYSE6aHtQTURg4c5NplyCvY,"Fukuoka-shi, Fukuoka, Japan",33.5903547,130.4017155,1,,OK,"locality,political"
632,APPROXIMATE,"Fukuoka, Fukuoka Prefecture, Japan",ChIJKYSE6aHtQTURg4c5NplyCvY,"Kukouka-shi, Japan",33.5903547,130.4017155,1,,OK,"locality,political"
633,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
634,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
635,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
636,APPROXIMATE,"Beding 45500, Nepal",ChIJxyo5TV6C6TkRT4GAy5PjFU4,"Beding, Dolakha",27.9030791,86.37632,1,45500,OK,"locality,political"
637,,,,"Tesho, Khumbu",,,0,,ZERO_RESULTS,
638,,,,"Thami, Khumbu",,,0,,ZERO_RESULTS,
639,APPROXIMATE,"London, UK",ChIJdd4hrwug2EcRmSrV3Vo6llI,"London, England",51.5073509,-0.1277583,1,,OK,"locality,political"
640,APPROXIMATE,"Grahamstown, South Africa",ChIJk-SiUBxCZB4R5FrH6IT9l_o,"Grahamstown, Eastern Cape, S Africa",-33.3106292,26.5255946,1,,OK,"locality,political"
641,APPROXIMATE,"Rivonia, Sandton, 2128, South Africa",ChIJH91rOrZzlR4R7sY7DHd-5qU,"Rivonia, Johannesburg, S Africa",-26.0431661,28.0552003,1,2128,OK,"political,sublocality,sublocality_level_1"
642,,,,"Chattu, Solukhumbu",,,0,,ZERO_RESULTS,
643,,,,"Tate, Khumbu",,,0,,ZERO_RESULTS,
644,APPROXIMATE,"Kharikhola, 56000, Nepal",ChIJv5X_yjMX6TkRtPc2zzJJ3NI,"Kharikhola, Solukhumbu",27.601821,86.7139704,1,56000,OK,"neighborhood,political"
645,APPROXIMATE,"Krasnoyarsk, Krasnoyarsk Krai, Russia",ChIJ4zf_ocmv11wR_0fWj0bhl9U,"Krasnoyarsk, Russia",56.0152834,92.8932476,1,,OK,"locality,political"
646,APPROXIMATE,"Krasnoyarsk, Krasnoyarsk Krai, Russia",ChIJ4zf_ocmv11wR_0fWj0bhl9U,"Krasnoyarsk, Russia",56.0152834,92.8932476,1,,OK,"locality,political"
647,APPROXIMATE,"Krasnoyarsk, Krasnoyarsk Krai, Russia",ChIJ4zf_ocmv11wR_0fWj0bhl9U,"Krasnoyarsk, Russia",56.0152834,92.8932476,1,,OK,"locality,political"
648,,,,"Skurbucham, Leh, Ladakh, India",,,0,,ZERO_RESULTS,
649,APPROXIMATE,"Charang, Giyung Lang, Himachal Pradesh 172109, India",ChIJCzDHa9I1BjkRJ-suomoduN0,"Charang, Kinnaur, HP, India",31.4389192,78.5765537,1,172109,OK,"political,sublocality,sublocality_level_1"
650,GEOMETRIC_CENTER,"2/5, 1st Floor, Ansari Road, Daryaganj, Dariya Ganj, New Delhi, Delhi 110002, India",ChIJBc_oQNn8DDkRF25lMol1qps,"Sakti, Leh, Ladakh, J&K, India",28.642012,77.2449531,1,110002,OK,"establishment,point_of_interest,travel_agency"
651,,,,"Sumyora, Almora, UP, India",,,0,,ZERO_RESULTS,
652,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India",27.0360066,88.2626751,1,,OK,"locality,political"
653,APPROXIMATE,"Darjeeling, West Bengal, India",ChIJuwH1TGUu5DkRKnDUeVlVdUE,"Darjeeling, India ",27.0360066,88.2626751,1,,OK,"locality,political"
654,,,,"Tia, Leh, Ladakh, J&K, India",,,0,,ZERO_RESULTS,
655,APPROXIMATE,"Paris, France",ChIJD7fiBh9u5kcRYJSMaMOCCwQ,"Paris, France",48.856614,2.3522219,1,,OK,"locality,political"
656,,,,"Chhulemu, Taksindu, Solukhumbu",,,0,,ZERO_RESULTS,
657,APPROXIMATE,"Takasindu, Nepal",ChIJZaWvtFES6TkRXKz2K2ldT9E,"Taksindu, Solukhumbu",27.6733367,86.6409554,1,,OK,"locality,political"
658,APPROXIMATE,"Houston, TX, USA",ChIJAYWNSLS4QIYROwVl894CDco,"Houston, Texas",29.7604267,-95.3698028,1,,OK,"locality,political"
659,APPROXIMATE,"Aspen, CO 81611, USA",ChIJfTxB93w5QIcRcvYseNxCK8E,"Aspen, Colorado",39.1910983,-106.8175387,1,81611,OK,"locality,political"
660,APPROXIMATE,"Almaty, Kazakhstan",ChIJq8vFFn1ugzgRdm2YrY9mRD0,"Almaty , Kazakhstan",43.2220146,76.8512485,1,,OK,"locality,political"
661,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, Washington",47.6062095,-122.3320708,1,,OK,"locality,political"
662,APPROXIMATE,"Aspen, CO 81611, USA",ChIJfTxB93w5QIcRcvYseNxCK8E,"Aspen, Colorado",39.1910983,-106.8175387,1,81611,OK,"locality,political"
663,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"New York, New York",40.7127753,-74.0059728,1,,OK,"locality,political"
664,APPROXIMATE,"Snowmass Village, CO, USA",ChIJ1Wlr9XZIQIcRvaHyQxXwkXE,"Snowmass Village, Colorado & Aspen, Colorado",39.2130418,-106.9378207,1,,OK,"locality,political"
665,APPROXIMATE,"Copenhagen, Denmark",ChIJIz2AXDxTUkYRuGeU5t1-3QQ,"Copenhagen, Denmark",55.6760968,12.5683372,1,,OK,"locality,political"
666,APPROXIMATE,"Houston, TX, USA",ChIJAYWNSLS4QIYROwVl894CDco,"Houston, Texas",29.7604267,-95.3698028,1,,OK,"locality,political"
667,APPROXIMATE,"46043 Castiglione delle Stiviere, Province of Mantua, Italy",ChIJ-WI2BHu-gUcR6zqok_0iw7Q,"Castiglione delle Stiviere, Mantova, Italy",45.3873983,10.4829578,1,46043,OK,"locality,political"
