,PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,firstsummitdate,Unnamed: 0,accuracy,formatted_address,google_place_id,latitude,longitude,number_of_results,postcode,status,type
437,GYLZ,Gyalzen Peak,Gyaltsen Peak,Jugal Himal (SE of Leonpo Gang),6151,20180,8,3,True,False,False,,,4,1,,0,0,,,,Unclimbed?,This is not the Gyalgen Peak that was climbed in 1955 by the Scottish Women's Himalayan Expedition led by Monica Jackson.,,,,437,,,,28.183056,85.838333,0,,ZERO_RESULTS,
438,LSAM,Lungsampa,"Lung Sampa, Lumsumna",Khumbu Himal (S of Nangpai Gosum II),6500,21325,12,2,True,False,False,,Opened in 2002,1,2,,2014,0,,,Spain,"Jordi Corominas, Jordi Tosas",Tosas and Corominas unconfirmed ascent in 2014 via SSW Ridge,,,,438,,,,28.026111,86.621944,0,,ZERO_RESULTS,
439,MERS,Mera South,,Khumbu Himal (SW of Mera),6064,19895,12,2,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,439,APPROXIMATE,"Mera 627200, Romania",ChIJUxs1DNs_tEAR7UZ4ukcTLAU,27.70916,86.868289,2,627200,OK,"locality,political"
440,PASH,Pashuwo,Pashubo,Ganesh Himal (N of Lampo on Tibetan border),6177,20266,5,4,True,False,False,,Opened in 2003,4,1,,0,0,,,,Unclimbed,,,,,440,,,,28.533056,85.162222,0,,ZERO_RESULTS,
441,SATO,Sat Peak,Sato Peak,Ohmi Kangri Himal (S of Sharphu range),6164,20223,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,Possibly climbed by Japanese in 1960s,,,,441,ROOFTOP,"125 Leedom Way, Newtown, PA 18940, USA",ChIJBSWF-69UwYkRJtaXf-Fxh2I,27.711111,87.914167,1,18940,OK,"establishment,point_of_interest"
442,TSKP,Tso Karpo,,"Kanjiroba Himal (E of Kanjiroba, W of Tso Karpo Kang)",6518,21385,10,7,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed,,,,,442,,,,29.366667,82.714167,0,,ZERO_RESULTS,
443,SPH2,Sharphu II,,Ohmi Kangri Himal (WNW of Kangchenjunga),6328,20761,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,443,,,,27.731111,87.907222,0,,ZERO_RESULTS,
444,SPH3,Sharphu III,,Ohmi Kangri Himal (WNW of Kangchenjunga),6220,20407,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,444,GEOMETRIC_CENTER,"Sharp, Henderson, NV 89002, USA",ChIJe983r7fVyIARQi6CxkRl3mE,27.711667,87.914722,1,89002,OK,route
445,SPH4,Sharphu IV,,Ohmi Kangri Himal (WNW of Kangchenjunga),6172,20249,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,445,,,,27.745556,87.919167,0,,ZERO_RESULTS,
446,SPH5,Sharphu V,,Ohmi Kangri Himal (WNW of Kangchenjunga),6158,20203,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,446,,,,27.773889,87.925556,0,,ZERO_RESULTS,
447,SPH6,Sharphu VI,,Ohmi Kangri Himal (WNW of Kangchenjunga),6076,19934,6,1,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,447,,,,27.697222,87.916667,0,,ZERO_RESULTS,
448,MNSS,Mansail South,Manshail South,Mustang Himal (S of Mansail on Tibetan border),6248,20499,16,6,True,False,False,,Opened in 2014,1,1,,0,0,,,,Unclimbed,,,,,448,ROOFTOP,"4602 Eisenhower Blvd S, Tampa, FL 33634, USA",ChIJNale2RPCwogRM4YmStmpjWU,29.294444,83.810278,1,33634,OK,"establishment,point_of_interest"
449,GDNG,Gave Ding,,Changla Himal (N of Lachama Chuli on Tibetan border),6581,21591,17,7,False,True,False,,Requires permit for Lachama Chuli,4,2,,2015,3,GDNG15301,Oct 22,UK,"Michael Fowler, Paul Ramsden",,,,Oct 22 2015,449,,,,30.125833,82.165833,0,,ZERO_RESULTS,
450,NGO3,Ngojumba Kang III,Hillary Peak,Khumbu Himal (NE of Cho Oyu on Tibetan border),7681,25200,12,2,True,False,False,,Opened in 2014 as Hillary Peak,4,1,,0,0,,,,Unclimbed,,,,,450,,,,28.107,86.713,0,,ZERO_RESULTS,
451,KIMS,Kimshung,"Kinshung, Tsangbu Ri",Langtang Himal (NE of Langtang Lirung),6781,22247,13,3,False,True,False,,,1,1,,0,0,,,,,,,,,451,ROOFTOP,"6901 Stockton Blvd # 330, Sacramento, CA 95823, USA",ChIJCenPVW7FmoARS8bEG-TQ9HM,28.2725,85.552778,1,95823,OK,"establishment,jewelry_store,point_of_interest,store"
452,PAWR,Pawar Central,Chaar Baatsa,Pawar Himal (N of Larkya La),6621,21722,18,5,False,True,False,,,1,2,,2015,1,PAWR15101,May 09,France,"Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote",,,,May 09 2015,452,GEOMETRIC_CENTER,"Royal Centre Suite 1750, 1055 West Georgia Street, Vancouver, BC V6E 3P3, Canada",ChIJ7yDfYH9xhlQRY9fOAkaNro8,,,1,V6E 3P3,OK,"establishment,point_of_interest"
453,NGOR,Nagoru,,Peri Himal (NW of Himlung Himal),6165,20226,18,5,False,True,False,,,1,2,,2016,3,NGOR16301,Oct 21,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",,,,Oct 21 2016,453,GEOMETRIC_CENTER,"Ulitsa Na Goru Lyubvi, Abakan, Khakasiya Republits, Russia",ChIJ0zGI-kMiLF0RvrlLcCq7Pd8,28.815833,84.281944,4,,OK,route
454,SALD,Saldim,,Makalu Himal (ENE of Shershon village on Tibetan border),6374,20912,14,2,True,False,False,,Opened in 2003,4,1,,0,0,,,,Unclimbed,,,,,454,,,,27.821389,87.173056,0,,ZERO_RESULTS,
455,LANY,Langtang Yubra,Yubra Himal,Langtang Himal (ENE of Langtang Lirung),6048,19843,13,3,False,False,True,,Opened in 2016,1,1,,0,0,,,,Unclimbed?,,,,,455,,,,28.27722222,85.56861111,0,,ZERO_RESULTS,
456,LARK,Larkya Peak,Granite Peak,Manaslu Himal (N of Manaslu North),6416,21050,15,4,False,False,True,,,1,2,,2017,3,LARK17301,Sep 27,Georgia,,,,,Sep 27 2017,456,,,,28.66361111,84.53555556,0,,ZERO_RESULTS,
