,PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,firstsummitdate,Unnamed: 0,accuracy,formatted_address,google_place_id,latitude,longitude,number_of_results,postcode,status,type
194,TENG,Tengkoma,Tang Kongma,Jongsang Himal (NW of Kangchenjunga),6215,20390,7,1,True,False,False,,Opened in 1997,1,2,,1949,1,TENG49101,Jun 17,"Switzerland, Nepal","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant, Pasang Sherpa",,,,Jun 17 1949,194,,,,27.809,88.074,0,,ZERO_RESULTS,
195,RAMC,Ramtang Chang,"Wedge Peak, Chang Himal",Kangchenjunga Himal (N of Ramtang),6802,22316,9,1,True,False,False,,Opened in 2002,1,2,,1974,3,RAMC74301,Oct 05,Yugoslavia,"Janez Gradisar, Bojan Pollak, Michael Smolej",Illegal ascent,,,Oct 05 1974,195,,,,27.766,88.084,0,,ZERO_RESULTS,
196,CHRE,Churen Himal East,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,24183,4,6,True,False,False,,One permit for Churen Himal's three summits,1,2,,1970,1,CHRE70101,Apr 29,"S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa",,,,Apr 29 1970,196,APPROXIMATE,"Churen Himal, Gurja Khani 21400, Nepal",ChIJl2a5HFOSvTkRyGC7exbhYqM,28.735,83.2166666,1,21400,OK,"establishment,natural_feature"
197,CHRW,Churen Himal West,,Dhaulagiri Himal (NW of Dhaulagiri VI),7371,24183,4,6,True,False,False,,One permit for Churen Himal's three summits,1,2,,1970,3,CHRW70301,Oct 28,"Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa",,,,Oct 28 1970,197,,,,28.731755,83.210059,0,,ZERO_RESULTS,
198,CHRI,Chhukung Ri,,Khumbu Himal (S of Lhotse),5550,18209,12,2,False,False,True,2002.0,Opened in 1997; converted to trekking peak in 2002,1,2,,1965,1,CHRI65101,May,Netherlands,Johannes Adolf Noordijk,,,,May 1965,198,,,,27.926057,86.879196,0,,ZERO_RESULTS,
199,KTOK,Kangtokal,Khang Tokal,Dhaulagiri Himal (on ridge N of Putha Hiunchuli),6294,20650,4,6,True,False,False,,Opened in 1997,1,2,,1962,1,KTOK62101,Jun 06,"Japan, Nepal","Zenkichi Hirayama, Ang Temba Sherpa",,,,Jun 06 1962,199,,,,28.801389,83.168889,0,,ZERO_RESULTS,
200,SRKU,Serku Dolma,,Kanjiroba Himal (S of Tso Karpo Kang),6227,20430,10,7,False,True,False,,,1,2,,1973,3,SRKU73301,Oct 30,"Japan, Nepal","Eiken Moriyama, Morihiro Takechi, Anu Sherpa",,,,Oct 30 1973,200,,,,,,0,,ZERO_RESULTS,
201,NALS,Nalakankar South,,Nalakankar Himal (on W Nepal/Tibetan border),6024,19764,17,7,False,True,False,,,4,2,,2000,2,NALS00201,Jul 07,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",,,,Jul 07 2000,201,APPROXIMATE,"Kalakankar, Uttar Pradesh 229408, India",ChIJtfhgCW8YmzkRnXJULTRPlA0,30.266667,81.435556,1,229408,OK,"locality,political"
202,CHWT,Changwathang,,Chandi Himal (S of Tibetan border),6130,20112,17,7,True,False,False,,Opened in 2002,1,2,,2000,2,CHWT00201,Jun 28,"Japan, Nepal","Tamotsu Ohnishi, Koji Mizutani, Nobuo Akayama, Takehiko Yanagihara, Chuldim Nuru Sherpa, Dawa Sherpa",,,,Jun 28 2000,202,,,,30.326667,81.885,0,,ZERO_RESULTS,
203,TAKP,Takphu Himal,,Nalakankar Himal (on W Nepal/Tibetan border),6395,20981,17,7,True,False,False,,Opened in 2003,4,1,,0,0,,,,Unclimbed,,,,,203,,,,30.283889,81.417778,0,,ZERO_RESULTS,
204,MALA,Malanphulan,"Melanpulan, Hinku Ri","Khumbu Himal (S of Ama Dablam, NW of Kangtega)",6573,21565,12,2,True,False,False,,Opened in 2014,1,2,,2000,1,MALA00101,Apr 28,USA,"Peter Carse, Amy Bullard",,,,Apr 28 2000,204,,,,27.802778,86.872222,0,,ZERO_RESULTS,
205,LHOM,Lhotse Middle,Lhotse Intermediate,Khumbu Himal (E of Lhotse),8410,27592,12,2,True,False,False,,Opened in 2001,4,2,,2001,1,LHOM01101,May 23,Russia,"Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski",,,,May 23 2001,205,APPROXIMATE,Lhotse,ChIJpRBEqI1U6DkRbC8oXKc-sVs,27.961089,86.938023,1,,OK,"establishment,natural_feature"
206,SIMN,Simnang Himal,"P2, Simnang Himal East",Manaslu Himal (SE of Manaslu),6251,20509,15,4,True,False,False,,Opened in 2001,1,2,,2001,1,SIMN01101,May 16,Ukraine,"Mistislav Gorbenko, Vadim Leontiev, Sergei Pugachov, Mykhaylo Zagirnyak",,,,May 16 2001,206,,,,28.51651,84.64495,0,,ZERO_RESULTS,
207,HCHI,Hungchhi,"Hunchhi, Chakung, Gyubanare Kang, Gyuba Tshomotse",Khumbu Himal (S of Gyachung Kang on Tibetan border),7029,23061,12,2,True,False,False,,Opened in 2001,4,2,,2003,1,HCHI03102,Apr 19,"Japan, Nepal","Katsuo Fukuhara, Tadashi Morita, Kanji Shimizu, Durga Rai, Hit Bahadur Tamang, Ram Kaji Tamang, Tul Bahadur Tamang",,,,Apr 19 2003,207,APPROXIMATE,"Hungchhi, Xigaze 56000, Nepal",ChIJH6q6Fpmv6TkRgy0PXKviwa4,28.035,86.7583333,1,56000,OK,"establishment,natural_feature"
208,LAMP,Lampo,"Langpo Kangri, Ganesh VI",Ganesh Himal (N of Ganesh I on Tibetan border),6648,21811,5,4,False,True,False,,,4,1,,0,0,,,,Unclimbed,,,,,208,ROOFTOP,"205 Monticello Rd, Charlottesville, VA 22902, USA",ChIJ86UIySCGs4kRfXW0m8HgeYU,28.497983,85.157144,1,22902,OK,"establishment,food,point_of_interest,restaurant"
209,CHUK,Chhukung Tse,Chhukung Chuli,Khumbu Himal (S of Lhotse),5833,19137,12,2,False,False,True,,,1,2,,1953,1,CHUK53101,Apr 03,"UK, Nepal","John Hunt, Tenzing Norgay Sherpa",,,,Apr 03 1953,209,,,,27.938982,86.87466,0,,ZERO_RESULTS,
210,DZAN,Dzanye,Dzanaye,Janak Himal (WNW of Lashar I on Tibetan border),6581,21591,6,1,True,False,False,,,4,2,,1949,1,DZAN49101,Jun 30,Switzerland,"Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant",,,,Jun 30 1949,210,,,,27.906111,88.026667,0,,ZERO_RESULTS,
211,GAUG,Gaugiri,,Damodar Himal (N of Bhrikuti on Tibetan border),6110,20046,3,5,True,False,False,,Opened in 2002,4,2,,2002,1,GAUG02101,May 28,USA,"Peter Ackroyd, Jim Frush",,,,May 28 2002,211,,,,29.046,84.188,0,,ZERO_RESULTS,
212,TKPO,Tengkangpoche,Thyangmoche,Rolwaling Himal (W of Kwangde),6482,21266,19,2,True,False,False,,Opened in 2001,1,2,,1984,3,TKPO84301,Oct,"UK, USA","Trevor Pilling, Andy Zimet",,,,Oct 1984,212,,,,27.803968,86.59647,0,,ZERO_RESULTS,
213,ARNK,Arniko Chuli,Araniko Chuli,Mukut Himal (W Mustang near Tibetan border),6034,19797,16,6,True,False,False,,Opened in 2002,4,2,,2002,2,ARNK02201,Jul 10,"Japan, Nepal","Tamotsu Ohnishi, Ang Phurba Sherpa, Dikki Sherpa",,,,Jul 10 2002,213,,,,29.176389,83.656944,0,,ZERO_RESULTS,
214,SARI,Saribung,Selibung,Damodar Himal (W of Bhrikuti),6328,20761,3,5,True,False,False,,Opened in 2002,1,2,,2003,3,SARI03301,Oct 15,USA,"Jim Frush, Steve Furman",,,,Oct 15 2003,214,,,,28.885,84.172,0,,ZERO_RESULTS,
215,GHEN,Ghenge Liru,"Ghenye Lirung, Langtang II",Langtang Himal (WSW of Langtang Lirung),6596,21640,13,3,True,False,False,,Opened in 2002,1,2,,1963,1,GHEN63101,May 28,"UK, Nepal","Peter Taylor, Pasang Sherpa, Pasang Phutar Sherpa (I)",,,,May 28 1963,215,GEOMETRIC_CENTER,"La ville au Bois, 77160 Saint-Hilliers, France",ChIJPzHu5Ms170cRgTYas_qZZrc,28.245833,85.422778,1,77160,OK,"establishment,point_of_interest"
216,NAUL,Naulekh,,Khumbu Himal (S of Mera Peak),6340,20801,12,2,True,False,False,,Opened in 2002,1,2,,1954,1,NAUL54101,Jun 08,New Zealand,"Colin Todd, Bill Beaven",,,,Jun 08 1954,216,,,,27.686667,86.9,0,,ZERO_RESULTS,
217,CHEK,Chekigo,,Rolwaling Himal (ENE of Beding village on Tibetan border),6121,20082,19,2,False,False,True,2002.0,Opened in 2002 as trekking peak,4,2,,2005,1,CHEK05101,May 15,"UK, Switzerland","Bruce Normand, Oliver von Rotz",1st known ascent,,,May 15 2005,217,,,,27.832,86.45,0,,ZERO_RESULTS,
218,KTUN,Khatung Khang,,Annapurna-Nilgiri Himal (SW of Thorong La),6484,21273,1,5,True,False,False,,Opened in 2002,1,2,,1956,1,KTUN56101,Apr 12,Switzerland,"Arthur Baumgartner, Marguerite Deriaz",,,,Apr 12 1956,218,APPROXIMATE,"Khong Khong Basti, Assam 782446, India",ChIJ--vhW15uRTcRvvqxd0Dcnj8,28.660556,84.019306,1,782446,OK,"locality,political"
219,CHAG,Chago,,Makalu Himal (NW of Makalu II on Tibetan border),6893,22615,14,2,True,False,False,,Opened in 2002,4,2,,1954,1,CHAG54101,May 29,"New Zealand, Nepal","Michael Ball, Urkien Sherpa",,,,May 29 1954,219,ROOFTOP,"123 Washington Blvd, Montebello, CA 90640, USA",ChIJDQ2w8crPwoARs_NXhSzVBMg,27.926053,87.054029,1,90640,OK,"establishment,food,point_of_interest,restaurant"
220,NUMR,Numri,,"Khumbu Himal (S of Cho Polu, N of Baruntse)",6635,21768,12,2,True,False,False,,Opened in 2002,1,2,,2002,3,NUMR02301,Nov 07,Germany,"Olaf Rieck, Carsten Schmidt, Lydia Schubert",,,,Nov 07 2002,220,,,,28.022222,86.800833,0,,ZERO_RESULTS,
221,PK41,Peak 41,"""True"" Mera Peak",Khumbu Himal (ESE of Ama Dablam),6648,21811,12,2,True,False,False,2002.0,Opened in 2002,1,2,,2002,3,PK4102301,Oct 16,Slovenia,"Matic Jost, Urban Golob, Uros Samec",Rumored that two Americans and two Swiss (and possibly others) summited in earlier years,,,Oct 16 2002,221,RANGE_INTERPOLATED,"41 Peak Blvd, Muskogee, OK, USA",Eh80MSBQZWFrIEJsdmQsIE11c2tvZ2VlLCBPSywgVVNB,27.774,86.909,7,,OK,street_address
222,KYAZ,Kyazo Ri,Kyajo Ri,Khumbu Himal (SW of Gokyo Lake),6151,20180,12,2,False,False,True,2002.0,Opened in 2002 as trekking peak,1,2,,2002,3,KYAZ02301,Oct 20,"UK, France","Duncan Wilson, Vincent Marche",,,,Oct 20 2002,222,APPROXIMATE,"Kyajo Ri, Namche 56000, Nepal",ChIJCz84-jen6TkR2UlkepCIpow,27.9070584,86.6381836,1,56000,OK,"establishment,natural_feature"
223,PAND,Pandra,,Ohmi Kangri Himal (NW of Lhonak),6670,21883,6,1,True,False,False,,Opened in 2002,1,2,,2002,3,PAND02301,Oct 16,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne",,,,Oct 16 2002,223,APPROXIMATE,"Pandra, Jharkhand, India",ChIJiQ-oMqTg9DkRH5Ol9DO4bcU,27.864,87.993 ,1,,OK,"locality,political"
224,DANG,Danga,,"Ohmi Kangri Himal (WNW of Lhonak, E of Nupchu)",6220,20407,6,1,True,False,False,,Opened in 2002,1,2,,2002,3,DANG02301,Oct 20,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne",,,,Oct 20 2002,224,ROOFTOP,"91 Randhurst Village Dr #117, Mt Prospect, IL 60056, USA",ChIJBzMepiC6D4gRkysMewhKfTc,27.816,87.977,2,60056,OK,"establishment,health,point_of_interest"
225,POKR,Pokharkang,Pokhar Khang,Damodar Himal (N of Pisang Peak),6372,20906,3,5,True,False,False,,Opened in 2002,1,2,,2002,3,POKR02301,Nov 17,"UK, Nepal","Richard Scott, Dave Wynne-Jones, Kaji Sherpa","Japanese team led by Koichi Kato climbed NW Smt on Oct 31, 2002 [which they thought was the highest]",,,Nov 17 2002,225,,,,,,0,,ZERO_RESULTS,
226,NAG1,Nangpai Gosum I,"Nagpai Gosum I, Cho Aui",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7321,24019,12,2,True,False,False,,Opened in 2002,4,1,,0,0,,,,Unclimbed,,,,,226,APPROXIMATE,"Nangpai Gosum, Xigaze 56000, Nepal",ChIJMSq66iy96TkRI-85rxg9IOQ,28.07358,86.614393,1,56000,OK,"establishment,natural_feature"
227,KGRI,Khangri Shar,,Khumbu Himal (W of Pumori),6792,22283,12,2,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed,,,,,227,,,,28.02,86.812,0,,ZERO_RESULTS,
228,KGRW,Khangri West,,Khumbu Himal (W of Pumori),6658,21844,12,2,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed,,,,,228,APPROXIMATE,"Khangri, Rajasthan, India",ChIJKwPtQ--LQjkRF421UlG-19w,28.019241,86.790461,1,,OK,"locality,political"
229,PURB,Purbung Himal,Putrung,Damodar Himal (N of Chulu West),6500,21325,3,5,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed,,,,,229,,,,28.802,84.018,0,,ZERO_RESULTS,
230,TASH,Tashi Kang,Tashi Khang,Mukut Himal (N of Dhampus Peak),6386,20951,16,6,True,False,False,,Opened in 2002,1,2,,2002,2,TASH02201,Aug 14,"Japan, Nepal","Yasue Mogi, Gyalzen Sherpa",,,,Aug 14 2002,230,GEOMETRIC_CENTER,"Tashi Line, Zhuanghe Shi, Dalian Shi, Liaoning Sheng, China",ChIJKWwkfMsGKl4RJpFrynWQ5Eg,28.853,83.629,2,,OK,"establishment,health,pharmacy,point_of_interest,store"
231,TENR,Tengi Ragi Tau,"Agole, Angole",Rolwaling Himal (N of Tesi Laptsa),6938,22762,19,2,True,False,False,,Opened in 2002,1,2,,2002,4,TENR02401,Dec 04,"Japan, Nepal","Koichi Ezaki, Ruchia Takahashi, Pasang Tamang, Tul Bahadur Tamang",,,,Dec 04 2002,231,APPROXIMATE,"Tengi Ragi Tau, Namche, Nepal",ChIJ_4IzQRN16TkRg9ca5fitCMg,27.8575,86.5541666,1,,OK,"establishment,natural_feature"
232,KYAS,Kyashar,"Peak 43, Tangnag Tseng",Khumbu Himal (S of Kantega),6770,22211,12,2,True,False,False,,Opened in 2002,1,2,,2003,3,KYAS03301,Oct 18,"UK, Austria, Swiss","Bruce Normand, Sam Broderick, Andreas Frank",,,,Oct 18 2003,232,APPROXIMATE,"Kyashar, Chaurikharka 56000, Nepal",ChIJ8x9YXIcD6TkRIKnJnG7FO4k,27.755,86.8224999,1,56000,OK,"establishment,natural_feature"
233,NREK,Nirekha,,Khumbu Himal (NW of Lobuje Peak),6159,20207,12,2,False,False,True,2002.0,Opened in 2002 as trekking peak,1,2,,0,0,,,,1st ascent unknown,Climbing history unknown,,,,233,,,,27.977568,86.762939,0,,ZERO_RESULTS,
234,NORB,Norbu Kang,Norbu Khang,Kanjiroba Himal (SE of Phoksumdo Tal),6085,19964,10,7,True,False,False,,Opened in 2002,1,2,,2003,2,NORB03201,Jun 25,"Japan, Nepal","Tamotsu Ohnishi, Tazuko Inoue, Koji Mizutani, Takehiro Yanigahara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",2010 German team says 2003 Japanese team did not climb main peak,,,Jun 25 2003,234,,,,29.117222,83.092778,0,,ZERO_RESULTS,
235,LNKE,Lunchhung Kamo East,,Kanti Himal (SE of Danfe Sail on Tibetan border),6024,19764,11,7,False,True,False,,,1,2,,1999,2,LNKE99201,Jul 09,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa",,,,Jul 09 1999,235,,,,,,0,,ZERO_RESULTS,
236,LIK1,Linkhu Chuli Shar,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",Rolwaling Himal (S of Parchamo),6719,22044,19,2,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed,,,,,236,,,,27.808787,86.540882,0,,ZERO_RESULTS,
237,LIK2,Linkhu Chuli Nup,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II","Rolwaling Himal (SSW of Parchamo, W of Likhu Chuli Shar)",6659,21847,19,2,True,False,False,,Opened in 2003,1,2,,1960,3,LIK260301,Oct 21,"France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa",,,,Oct 21 1960,237,,,,27.805,86.524,0,,ZERO_RESULTS,
238,PANT,Panalotapa,"Paniyo Tapa, Paniyo Tippa",Rolwaling Himal (W of Tengkangpoche),6687,21939,19,2,True,False,False,,Opened in 2003,1,2,,1955,1,PANT55101,May,UK,"Peter Boultbee, Dennis Davis",,,,May 1955,238,,,,27.805444,86.570056,0,,ZERO_RESULTS,
239,SHAL,Shalbachum,"Salbachum, Phrul Rangtshan Ri",Langtang Himal (E of Langtang Lirung on Tibetan border),6707,22005,13,3,True,False,False,,Opened in 2003,4,2,,1959,3,SHAL59301,Oct 25,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa",,,,Oct 25 1959,239,,,,28.272778,85.633333,0,,ZERO_RESULTS,
240,KHUM,Khumbutse,,Khumbu Himal (NW of Lho La on Tibetan border),6639,21781,12,2,True,False,False,,,4,1,,0,0,,,,Unclimbed,1989 Polish Everest team traversed S Smt of Khumbutse (~6400m),,,,240,,,,28.021179,86.872616,0,,ZERO_RESULTS,
241,BOKT,Boktoh,Bokta,Kangchenjunga Himal (SE of Jannu),6114,20059,9,1,False,False,True,,Opened in 2002,1,2,,1991,1,BOKT91101,Apr 10,Yugoslavia,"Marko Prezelj, Uros Rupar, Andrej Stremfelj",Boktoh possibly climbed in 1959 by Lionel Terray and Rene Desmaison during exploration of Jannu SW side,,,Apr 10 1991,241,,,,27.620833,88.0075,0,,ZERO_RESULTS,
242,MOJC,Mojca,Mojka,Kangchenjunga Himal (W of Ramtang Chang),6024,19764,9,1,True,False,False,,Opened in 2002,1,2,,1974,3,MOJC74301,Oct 11,Yugoslavia,"Stane Belak, Danilo Cedilnik",Illegal ascent,,,Oct 11 1974,242,ROOFTOP,"Levičnikova ulica 11, 1000 Ljubljana, Slovenia",ChIJ6aHyHUnNekcRrCW5e1rBi0I,27.770833,88.051111,2,1000,OK,"establishment,point_of_interest,school"
243,PLNG,Palung,Palung Ri,Langtang Himal,7012,23005,12,2,False,True,False,,Peak entirely within China,2,2,,1952,1,PLNG52101,May 13,New Zealand,"Edmund Hillary, George Lowe",,,,May 13 1952,243,APPROXIMATE,"Palung, 44100, Nepal",ChIJJxJJdTgw6zkRYQDlDUQNrfU,28.385556,85.711111,1,44100,OK,"political,sublocality,sublocality_level_1"
244,TUTS,Tutse,"Peak 6, Nephu",Makalu Himal (SE of Makalu),6758,22172,14,2,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed?,Possibly climbed during acclimatization for Makalu by various teams,,,,244,ROOFTOP,"640 S Queen St, Dover, DE 19904, USA",ChIJh_RzQ6t8x4kRK-hj702oeew,27.771944,87.101389,1,19904,OK,"doctor,establishment,health,point_of_interest"
245,NUPE,Nuptse East I,,Khumbu Himal (W of Nuptse main summit),7795,25574,12,2,True,False,False,,Requires permit for Nuptse,1,2,,2003,3,NUPE03301,Nov 02,Russia,"Valeri Babanov, Yuri Kochelenko",,,,Nov 02 2003,245,GEOMETRIC_CENTER,"Nuptse Marga, Kathmandu 44600, Nepal",ChIJWRAj7pEZ6zkR9aXrD47juqs,27.961679,86.893916,1,44600,OK,route
246,AMOT,Amotsang,Amatson,Damodar Himal (NW of Pokharhan),6393,20974,3,5,True,False,False,,Opened in 2002,1,1,,0,0,,,,Unclimbed?,,,,,246,ROOFTOP,"M-2-22, City Mall, Jalan Lintas, Taman Milik 1, 88300 Kota Kinabalu, Sabah, Malaysia",ChIJa75MbA9pOzIRVke7lw6DX-0,28.835278,84.172222,2,88300,OK,"clothing_store,establishment,point_of_interest,store"
247,YANS,Yansa Tsenji,"Dragpoche, Dhagpache",Langtang Himal (SW of Shalbachum on Tibetan border),6567,21545,13,3,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed,,,,,247,,,,28.256389,85.611111,0,,ZERO_RESULTS,
248,HIMJ,Himjung,Nemjung Goth,Peri Himal (S of Himlung Himal),7092,23268,18,5,True,False,False,20.0,Opened in 2002,1,2,,2012,3,HIMJ12301,Oct 12,S Korea,"Kim Chang-Ho, An Chi-Young",,,,Oct 12 2012,248,,,,28.758056,84.417778,0,,ZERO_RESULTS,
249,AMPH,Amphu I,,"Khumbu Himal (E of Amphu Laptsa, W of Baruntse)",6740,22113,12,2,True,False,False,,Opened in 2002,1,2,,2013,3,AMPH13301,Oct 09,S Korea,"Ahn Il-Evn, An Chi-Young, Kim Young-Mi, Oh Young-Hoon",,,,Oct 09 2013,249,ROOFTOP,"67/59 ตำบล แม่น้ำ Tambon Mae Nam, Amphoe Ko Samui, Chang Wat Surat Thani 84320, Thailand",ChIJ1ayqwFT3VDARAitzalR2UPM,27.871033,86.955577,1,84320,OK,"establishment,lodging,point_of_interest"
250,CHAB,Chabuk,Tsajirip,Ohmi Kangri Himal (E of Ohmi Kangri on Tibetan border),6792,22283,6,1,True,False,False,,Opened in 2002,4,1,,0,0,,,,Unclimbed,,,,,250,,,,27.9,88.0833,0,,ZERO_RESULTS,
251,CHAK,Chako,,Damodar Himal (ESE of Bhrikuti Shail),6704,21995,3,5,True,False,False,,Opened in 2003,1,2,,2007,2,CHAK07201,Jul 24,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama",,,,Jul 24 2007,251,ROOFTOP,"98 Courtneypark Dr E, Mississauga, ON L5T 2Y3, Canada",ChIJ7y3DTXg_K4gR6IjsbV_FXUU,28.8805,84.2847,1,L5T 2Y3,OK,"establishment,food,point_of_interest,restaurant"
252,DOMK,Dome Kang,,Jongsang Himal (ESE of Jongsong on Indian border),7264,23832,7,1,True,False,False,,Opened in 2002,5,2,,2009,1,DOMK09101,Apr 28,"Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa",,,,Apr 28 2009,252,,,,27.877778,88.151111,0,,ZERO_RESULTS,
253,GHAN,Ghhanyala Hies,,Janak Himal (NW of Janak Chuli on Tibetan border),6744,22126,6,1,True,False,False,,Opened in 2002,4,1,,0,0,,,,Unclimbed,,,,,253,,,,27.895833,88.0825,0,,ZERO_RESULTS,
254,HUNK,Hunku,,Khumbu Himal (NNE of Peak 41),6119,20075,12,2,False,True,False,,"Opened in 2002, delisted in 2013?",1,2,,2012,3,HUNK12302,Nov 11,UK,"Nick Bullock, Andy Houseman",,,,Nov 11 2012,254,,,,27.806111,86.928056,0,,ZERO_RESULTS,
255,JANK,Janak Chuli,"Janak, Outlier",Janak Himal (WNW of Jongsang on Tibetan border),7041,23100,6,1,True,False,False,,Opened in 2002,4,2,,2006,1,JANK06101,May 06,Slovenia,"Andrej Stremfelj, Rok Zalokar",,,,May 06 2006,255,,,,27.872,88.091,0,,ZERO_RESULTS,
256,KABS,Kabru South,,Simhalila Himal (S of Kabru North on Indian border),7318,24009,9,1,True,False,False,,Opened in 2003,5,2,,1994,1,KABS94101,May 12,India,"S. P. Malik, N. Arshad, 11 members",,,,May 12 1994,256,APPROXIMATE,Kabru,ChIJm1vXqMVe5jkREblicwWjDso,27.6341666,88.1183333,1,,OK,"establishment,natural_feature"
257,KABR,Kabru Main,Kabru Central,Simhalila Himal (S of Talung on Indian border),7412,24318,9,1,True,False,False,,Opened in 2014,5,2,,1994,1,KABR94101,May 12,India,"Dan Singh, 2 unknown members",,,,May 12 1994,257,APPROXIMATE,Kabru,ChIJm1vXqMVe5jkREblicwWjDso,27.635,88.118333,1,,OK,"establishment,natural_feature"
258,LASH,Lashar I,Loshar I,Janak Himal (NW of Lashar II on Tibetan border),6842,22448,6,1,True,False,False,,Opened in 2002,4,2,,2005,3,LASH05301,Oct 12,Slovenia,"Andrej Stremfelj, Miha Habjan",,,,Oct 12 2005,258,APPROXIMATE,"Lashari, Pakistan",ChIJCcBPfgJ3GDkR6Ulfs0tSX68,27.896,88.054,1,,OK,"locality,political"
259,LAS2,Lashar II,Loshar II,Janak Himal (SW of Ghhanyala Hies on Tibetan border),6803,22320,6,1,True,False,False,,Opened in 2002,4,1,,0,0,,,,Unclimbed,,,,,259,GEOMETRIC_CENTER,"Street No. 2, Bahawalpur, Pakistan",ChIJW7jZwJOQOzkR3q9AV6qdfAk,27.887,88.065,2,,OK,route
260,NAG2,Nangpai Gosum II,"Nagpai Gosum II, Chamar",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7287,23907,12,2,True,False,False,,Opened in 2002,4,1,,0,0,,,,Unclimbed,,,,,260,APPROXIMATE,"Nangpai Gosum, Xigaze 56000, Nepal",ChIJMSq66iy96TkRI-85rxg9IOQ,28.072222,86.614444,1,56000,OK,"establishment,natural_feature"
261,NANG,Nangamari I,,Ohmi Kangri Himal (W of Chaw Peak on Tibetan border),6547,21480,6,1,True,False,False,,Opened in 2003,4,2,,2010,3,NANG10301,Nov 05,Australia,"Timothy Macartney-Snape, David Barton",,,,Nov 05 2010,261,,,,27.910556,87.868056,0,,ZERO_RESULTS,
262,PANB,Panbari,,Peri Himal (NW of Larkya La),6905,22654,18,5,True,False,False,,Opened in 2002,1,2,,2006,3,PANB06301,Sep 29,Japan,"Yoshimi Kato, Gakuto Komiya, Sayaka Koyama, Kenro Nakajima, Yosuke Urabe",,,,Sep 29 2006,262,APPROXIMATE,"Panbari, West Bengal, India",ChIJxW8kjPqL4zkR87KrovXi8GA,28.718889,84.4825,2,,OK,"locality,political"
263,PHNH,Phungi Himal,,Manaslu Himal (W of Manaslu),6538,21450,15,4,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed,,,,,263,,,,28.554444,84.485833,0,,ZERO_RESULTS,
264,MARI,Mariyang,,Kanti Himal (SE of Kanti Himal on Tibetan border),6528,21417,11,7,True,False,False,,Opened in 2003,4,1,,0,0,,,,Unclimbed,,,,,264,,,,29.693056,82.890278,0,,ZERO_RESULTS,
265,TKRG,Takargo,Dragker-go,Rolwaling Himal (E of Chobutse),6771,22215,19,2,True,False,False,,Opened in 2003,1,2,,2010,1,TKRG10101,Mar 12,USA,"David Gottlieb, Joseph Puryear",,,,Mar 12 2010,265,,,,27.876,86.509,0,,ZERO_RESULTS,
266,THUL,Thulagi,Mansiri Himal,Manaslu Himal (SW of Manaslu),7059,23159,15,4,True,False,False,,Opened in 2003,1,2,,2015,3,THUL15301,Sep 26,Russia,"Alexander Gukov, Ivan Dozhdev, Ruslan Kirichenko, Valeri Shamalo",,,,Sep 26 2015,266,,,,28.528124,84.520693,0,,ZERO_RESULTS,
